Icon,Date/Time,Description,"Event Type"
true,"2024-10-08 22:09:00","/usr/share/doc/vsftpd/examples/VIRTUAL_USERS_2/README","File Changed"
true,"2024-10-08 22:09:00","/usr/share/lintian/overrides","File Changed"
true,"2024-10-08 22:09:00","/usr/share/lintian/overrides/vsftpd","File Changed"
true,"2024-10-08 22:09:00","/usr/share/man/man5/vsftpd.conf.5.gz","File Changed"
true,"2024-10-08 22:09:00","/usr/share/man/man8/vsftpd.8.gz","File Changed"
true,"2024-10-08 22:09:00","/usr/share/apport/package-hooks","File Changed"
true,"2024-10-08 22:09:00","/usr/share/apport/package-hooks/vsftpd.py","File Changed"
true,"2024-10-08 22:09:00",/usr/share/bug,"File Changed"
true,"2024-10-08 22:09:00",/usr/share/bug/vsftpd,"File Changed"
true,"2024-10-08 22:09:00",/usr/lib/systemd/system,"File Changed"
true,"2024-10-08 22:09:00","/usr/lib/systemd/system/vsftpd.service","File Changed"
true,"2024-10-08 22:09:00",/usr/lib/tmpfiles.d,"File Changed"
true,"2024-10-08 22:09:00","/usr/lib/tmpfiles.d/vsftpd.conf","File Changed"
true,"2024-10-08 22:09:00",/usr/bin/vsftpdwho,"File Changed"
true,"2024-10-08 22:09:00",/usr/sbin/vsftpd,"File Changed"
true,"2024-10-08 22:09:00",/srv,"File Changed"
true,"2024-10-08 22:09:00",/srv/ftp,"File Changed"
true,"2024-10-08 22:09:01",/var/cache/debconf,"File Changed"
true,"2024-10-08 22:09:01","/var/cache/debconf/config.dat","File Changed"
true,"2024-10-08 22:09:01","/var/cache/debconf/templates.dat","File Changed"
true,"2024-10-08 22:09:01","/var/cache/debconf/config.dat-old","File Changed"
true,"2024-10-08 22:09:01","/var/cache/debconf/templates.dat-old","File Changed"
true,"2024-10-08 22:09:21","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/E23AD310A859D36CDD9F8DDF8209645B70F41010","File Changed"
true,"2024-10-08 22:09:25","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/9B3ECEF95DE65345989ED9FBC0CD0D241967ABE8","File Changed"
true,"2024-10-08 22:09:47","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/391E7A844A674CFA3BEAD7A0D78A1598C51F13F3","File Changed"
true,"2024-10-08 22:09:52","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/43FBBC319BBE14851D6979442B18210003D9D309","File Changed"
true,"2024-10-08 22:10:11",/etc/vsftpd.conf,"File Changed"
true,"2024-10-08 22:10:21","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/E9C2AEAA91FD694F3FDFBF5643D5CF506B226C11","File Changed"
true,"2024-10-08 22:10:25","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/ABC2A2C5C2D174811B90BEC6B1672C6C3423FC7A","File Changed"
true,"2024-10-08 22:10:53","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/5A9D2648E931F57B364C12365F487DD704C9C499","File Changed"
true,"2024-10-08 22:10:53","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/2823665DF1E295BBD009E25E260861CE63F94279","File Changed"
true,"2024-10-08 22:10:54","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/A752BE816C32A166B4212612D41570FEFDA0B4E8","File Changed"
true,"2024-10-08 22:10:59","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/D3FAD570C2DC992BC633930E11A2845850CD3F75","File Changed"
true,"2024-10-08 22:10:59","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/45767B5FC7A9DD28860E5553B9711F0BB44DF3B3","File Changed"
true,"2024-10-08 22:11:20","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/5FE72E8A8CC2A3FE3316B8D84456903DD5365586","File Changed"
true,"2024-10-08 22:11:26","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/C6B85B75EBE70339753C11DB3020B363C4D5FDED","File Changed"
true,"2024-10-08 22:11:55","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/438F2B7A0AA45DB331BEE0299D2491726ACDE35A","File Changed"
true,"2024-10-08 22:11:55","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/265736C34C3B8027092824DEF2E96FF302B40C2F","File Changed"
true,"2024-10-08 22:12:20","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/704CFA81AF64930A483A6EA2FD08A9BC4A0E618C","File Changed"
true,"2024-10-08 22:12:25","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/3BAF70174AF42C5A732F3D23EC64BA8D7CC6FC72","File Changed"
true,"2024-10-08 22:12:25","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/CA8B1B064B552C37D4BBDBE4F56937C3432607E8","File Changed"
true,"2024-10-08 22:12:25","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/AE408B42621F631C95568A65C535ACC26FCD4B42","File Changed"
true,"2024-10-08 22:12:56","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/96441A0C92AB1601B6BA3D305DBEF63DA96D4FDC","File Changed"
true,"2024-10-08 22:12:56","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/A82F7C505329B6F70F6B8F891BCA00A307C32176","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google4","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google4/goog-downloadwhite-proto.metadata","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google4/goog-unwanted-proto.metadata","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google4/goog-phish-proto.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google4/goog-badbinurl-proto.metadata","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google4/goog-malware-proto.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google4/goog-malware-proto.metadata","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google4/goog-phish-proto.metadata","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google4/goog-badbinurl-proto.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google4/goog-downloadwhite-proto.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google4/goog-unwanted-proto.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/ads-track-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/social-tracking-protection-linkedin-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/social-tracking-protection-facebook-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/base-email-track-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/content-track-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/mozplugin-block-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/social-tracking-protection-twitter-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/content-track-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/mozstd-trackwhite-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/social-track-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/base-email-track-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/ads-track-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/social-tracking-protection-twitter-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/mozplugin-block-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/social-track-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/base-cryptomining-track-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/social-tracking-protection-linkedin-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google-trackwhite-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/base-fingerprinting-track-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/mozstd-trackwhite-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/analytics-track-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/base-cryptomining-track-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/analytics-track-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/social-tracking-protection-facebook-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/content-email-track-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/google-trackwhite-digest256.vlpset","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/base-fingerprinting-track-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:13","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/safebrowsing/content-email-track-digest256.sbstore","File Changed"
true,"2024-10-08 22:13:17","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/D38BF50ACED8CB591024997BF8B0A881D17DB9D5","File Changed"
true,"2024-10-08 22:13:18","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/264AC1B9B4FA7D37D9F4C662C2D3A87A7F55FB47","File Changed"
true,"2024-10-08 22:13:20","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/B98F58025A6758687CE69F1D9B4E07A865C7CC6D","File Changed"
true,"2024-10-08 22:13:21","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/F02608852429FD5D4223CD6393FA559EAAF36C43","File Changed"
true,"2024-10-08 22:13:28","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/B5683AF8ACFC7404AF2F796016ED819DCC7AF520","File Changed"
true,"2024-10-08 22:13:32","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/E1A2D77E47F3FC3AAA484D7949CB235DA59A351C","File Changed"
true,"2024-10-08 22:13:51","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/3E935BDB4E0FD97082F47F49C77F0ED100857F6A","File Changed"
true,"2024-10-08 22:13:55","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/E2C99191C735A23D2A07E6592233A07D105C0382","File Changed"
true,"2024-10-08 22:14:02",/etc/ssh/sshd_config,"File Changed"
true,"2024-10-08 22:14:03",/etc/ssh,"File Changed"
true,"2024-10-08 22:14:21","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/D7BD009251AD0DBFC30BE6A127F4CA13A0B4BFED","File Changed"
true,"2024-10-08 22:14:25","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/FB45078F47366A37E7CE8D1A3FE799385993A37D","File Changed"
true,"2024-10-08 22:14:51","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/045782C17000C002073CA5FF57D810B88C22EEB2","File Changed"
true,"2024-10-08 22:14:55","/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/FF78346330058AAF924EB016D8C651D168953BCF","File Changed"
true,"2024-10-08 22:14:59","/var/lib/apt/lists/auxfiles","File Changed"
true,"2024-10-08 22:15:00",/var/lib/apt,"File Changed"
true,"2024-10-08 22:15:00","/var/lib/apt/extended_states","File Changed"
true,"2024-10-08 22:15:00",/var/lib/dpkg/info,"File Changed"
true,"2024-10-08 22:15:00","/var/lib/dpkg/info/net-tools.list","File Changed"
true,"2024-10-08 22:15:00","/var/lib/dpkg/info/net-tools.md5sums","File Changed"
true,"2024-10-08 22:15:00",/var/lib/dpkg/lock,"File Changed"
true,"2024-10-08 22:15:00","/var/lib/dpkg/triggers/Lock","File Changed"
true,"2024-10-08 22:15:00","/var/cache/apt/archives/partial","File Changed"
true,"2024-10-08 22:15:00",/var/cache/man,"File Changed"
true,"2024-10-08 22:15:00","/var/cache/man/CACHEDIR.TAG","File Changed"
true,"2024-10-08 22:15:00",/var/cache/man/da,"File Changed"
true,"2024-10-08 22:15:00","/var/cache/man/da/CACHEDIR.TAG","File Changed"
true,"2024-10-08 22:15:00",/var/cache/man/index.db,"File Changed"
true,"2024-10-08 22:15:00",/var/cache/man/sl,"File Changed"
true,"2024-10-08 22:15:00","/var/cache/man/sl/CACHEDIR.TAG","File Changed"
true,"2024-10-08 22:15:00",/var/cache/man/zh_CN,"File Changed"
true,"2024-10-08 22:15:00","/var/cache/man/zh_CN/CACHEDIR.TAG","File Changed"
true,"2024-10-08 22:15:00",/var/cache/man/sr,"File Changed"
true,"2024-10-08 22:15:00","/var/cache/man/sr/CACHEDIR.TAG","File Changed"
true,"2024-10-08 22:15:00",/var/cache/man/id,"File Changed"
true,"2024-10-08 22:15:00","/var/cache/man/id/CACHEDIR.TAG","File Changed"
true,"2024-10-08 22:15:00",/var/cache/man/it,"File Changed"
true,"2024-10-08 22:15:00","/var/cache/man/it/CACHEDIR.TAG","File Changed"
true,"2024-10-08 22:15:00","/var/cache/man/fr/CACHEDIR.TAG","File Changed"
true,"2024-10-08 22:15:00",/var/log/apt,"File Changed"
true,"2024-10-08 22:15:00",/var/log/apt/eipp.log.xz,"File Changed"
true,"2024-10-08 22:15:00",/usr/share/doc,"File Changed"
true,"2024-10-08 22:15:00",/usr/share/doc/net-tools,"File Changed"
true,"2024-10-08 22:15:00","/usr/share/doc/net-tools/README","File Changed"
